uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,name,artist
spotify:track:07nf7RIGkqgvQijSIubNsj,0.699,0.803,10,-10.615,0,0.509,0.146,0.0,0.534,0.661,76.24,181280,4,Werkin' Girls - Live From Spotify Austin (Curated by Jim Eno),Angel Haze
spotify:track:4OXplYTzwAoyR0rFvUsDyR,0.509,0.952,2,-5.829,0,0.362,0.0973,0.471,0.364,0.0358,117.0,465187,4,Genesis - Live / AAA,Justice
spotify:track:3wMtW7OyslemHe5Ft5sNyA,0.717,0.65,6,-8.303,0,0.337,0.0768,0.0,0.944,0.592,94.979,248517,4,Thrift Shop - Live From Spotify NYC feat. Wanz,"Macklemore & Ryan Lewis,Wanz"
spotify:track:11jpCy4SWbv1RH4UupAS7H,0.62,0.442,11,-8.232,0,0.627,0.738,0.0,0.204,0.527,139.393,302880,4,R.I.P. - Live from Spotify NYC,Rita Ora
spotify:track:7silU7h7etN24Pvohta9jB,0.568,0.543,3,-7.998,1,0.6,0.338,0.0,0.193,0.547,118.835,354417,4,Jimmy Collins' Wake - Live From Spotify NYC,Dropkick Murphys
spotify:track:3YyUzKsTKFMPJkEvlEh8vW,0.305,0.997,6,-2.93,1,0.464,0.0916,0.001,0.94,0.0612,85.024,317493,4,"Bulls on Parade - Live at the Grand Olympic Auditorium, Los Angeles, CA - September 2000",Rage Against The Machine
spotify:track:2qcs0NO8girzx18Po1YwsK,0.308,0.895,1,-6.686,1,0.526,0.0177,0.0,0.38,0.507,79.874,133533,4,Ambitionz Az A Ridah - Live,"2Pac,Outlawz"
spotify:track:3wba431TDDOE9MR2Lzcmmu,0.478,0.767,7,-8.069,0,0.342,0.38,0.106,0.671,0.48,139.758,413467,4,"Fingertips Pts. 1 & 2 - Live At The Regal Theater, Chicago/1962",Stevie Wonder
spotify:track:072Gxt8I5hKwQngdSt0AsT,0.856,0.466,9,-8.023,1,0.349,0.277,0.0,0.0826,0.277,93.995,224758,4,Versace (feat. Lola Monroe),"Theblkhands,Lola Monroe"
spotify:track:6B8LQbhkH6Sx5DNsXB3yS9,0.277,0.899,0,-5.186,1,0.423,0.128,7.49e-05,0.922,0.372,79.94,287467,4,Thank You (feat. Liqz & Messy Marv),"Berner,The Jacka,Messy Marv,Liqz"
spotify:track:4UyvPuzZgoU3NP2mCURWId,0.592,0.859,7,-7.071,0,0.394,0.0931,0.0,0.878,0.605,140.058,242213,4,On Dope (feat. Lucky Luciano),"Berner,Lucky Luciano"
spotify:track:3l97wvR7VJyvNRxNpUTwwx,0.489,0.904,1,-3.599,1,0.381,0.0325,0.0,0.908,0.551,82.977,337400,4,Rubber Band Stacks,"Berner,Young Noble Of The Outlawz,Cozmo,Yukmouth"
spotify:track:6BFWWGnEEn4tAqTYwvMuCu,0.703,0.425,11,-13.662,1,0.931,0.974,0.00802,0.843,0.635,105.068,3514828,3,His Girl Friday,The Lux Radio Theatre
spotify:track:0ABOnUPoyrGNyR9bjTXPm2,0.572,0.257,1,-19.042,1,0.905,0.525,0.0,0.08,0.374,85.108,3173520,4,The Age of Innocence,Nbc Theater
spotify:track:5lmlEU8j2dG8qeZUcSrAEe,0.62,0.305,0,-16.252,1,0.931,0.842,3.12e-05,0.0824,0.247,96.9,3271507,3,The Light That Failed,The NBC University Theater Group
spotify:track:2YXyxAZY2gqW8RZUNWwJuS,0.656,0.474,10,-15.256,0,0.926,0.882,4.24e-06,0.652,0.341,136.282,3702831,3,The Scarlet Pimpernel,The Lux Radio Theatre
spotify:track:6hAGtfXR4PFqRT7lcTqeyj,0.692,0.38,0,-13.203,1,0.953,0.94,0.0,0.118,0.478,82.41,3419254,4,A Connecticut Yankee in King Arthur's Court,Nbc Theater
spotify:track:6WsdTMOXoohWLnQ3JQcVNw,0.587,0.333,11,-13.551,1,0.905,0.733,0.000165,0.733,0.499,58.368,3539383,4,The Count of Monte Cristo,The Lux Radio Theatre
spotify:track:2A5jjjwduGW8pRE6Q6Gh0n,0.56,0.205,0,-18.804,1,0.921,0.877,4.45e-06,0.102,0.343,80.806,3077173,4,Babylon Revisited,Nbc Theater
spotify:track:7inFAhJZVyF9lGeb3eGS26,0.683,0.487,1,-15.186,0,0.952,0.978,0.00045,0.922,0.444,71.498,3469636,3,The Rage of Manhattan,The Lux Radio Theatre
spotify:track:3Dnq6v8gqOybIH3Ffvftaz,0.552,0.407,0,-12.581,1,0.936,0.875,3.45e-06,0.653,0.575,79.308,3584705,4,The Girl from Tenth Avenue,The Lux Radio Theatre
spotify:track:3ocPhjfTqVKNUeHbYH7csI,0.652,0.248,7,-19.027,1,0.879,0.975,1.38e-05,0.219,0.527,97.259,640787,3,The Cask of Amontillado,Nbc Theater
spotify:track:3axi9MIhkRbiE8PiwLhYiZ,0.669,0.155,8,-20.982,1,0.931,0.578,0.0,0.124,0.504,81.611,3588600,4,Great Expectations,NBC Univeristy Theater
spotify:track:7854GEuUh9AHwqk3XNtb4K,0.598,0.442,5,-19.232,1,0.944,0.98,0.00264,0.428,0.458,83.512,2448307,4,Oliver Twist,General Mills Radio Adventure Theater
spotify:track:5w7U5wiHgKY8qvMUyKOcRw,0.649,0.164,8,-21.975,1,0.756,0.799,0.0,0.128,0.513,121.778,3453494,3,David Copperfield,"Richard Burton,Theater Guild On The Air starring Boris Karloff"
spotify:track:0Fe4AP72bz606jPm8kBPdg,0.674,0.132,6,-21.689,1,0.934,0.967,0.0,0.15,0.493,70.397,3677053,3,The Pickwick Papers,Mercury Theater starring Orson Welles
spotify:track:3Ioqwk0YywGH5gfCK0HiWZ,0.525,0.348,6,-20.464,1,0.934,0.987,0.0818,0.757,0.47,71.012,3329734,4,A Tale Of Two Cities,Lux Radio Theater starring Orson Welles
spotify:track:2Ku3jZCUfdrt1Dd4U9TPC6,0.532,0.184,11,-19.009,0,0.937,0.946,0.00667,0.0998,0.281,67.065,3190960,3,The Portrait of a Lady,Nbc Theater
spotify:track:3NFXYmrOoYm5Vh2KsdqylC,0.674,0.267,11,-17.051,1,0.929,0.829,0.0202,0.635,0.486,69.476,3510622,4,The Life of Emile Zola,The Lux Radio Theatre
spotify:track:0jrUTt0jxGOHuqjAgDUkQr,0.697,0.367,0,-13.636,1,0.934,0.946,0.0318,0.492,0.578,131.435,3492807,3,A Doll's House,The Lux Radio Theatre
spotify:track:1ZDONh7kJSPX7jqPFmOORp,0.476,0.523,9,-13.268,1,0.939,0.988,0.406,0.165,0.324,73.422,3541055,3,A Farewell to Arms,The Lux Radio Theatre
spotify:track:4nWPPcSlOq6lVee2LOldEA,0.523,0.397,8,-14.912,1,0.91,0.985,6.59e-05,0.7,0.304,80.933,3370005,3,Snow White,The Lux Radio Theatre
spotify:track:4B3Sp8MADakqEqFkNgH2Fz,0.601,0.306,6,-12.296,1,0.941,0.947,0.0,0.806,0.532,67.981,159613,3,BONUS TRACK: Cecil B. DeMille talks with the stars,The Lux Radio Theatre
spotify:track:6bXeaJEHYGJCUUlTrGRsUT,0.531,0.49,11,-9.556,1,0.72,0.879,0.0,0.309,0.416,81.312,416840,3,"The Phantom Of The Opera Radio Broadcast - Act 1, Part 1",The Lux Radio Theatre
spotify:track:1IC26rOhVegVuFE9NS8DJF,0.684,0.447,10,-10.869,0,0.847,0.86,0.0,0.23,0.359,129.384,402373,3,"The Phantom Of The Opera Radio Broadcast - Act 1, Part 2",The Lux Radio Theatre
spotify:track:01V0tvEojWWjwucXz7vlPi,0.713,0.25,5,-12.096,1,0.923,0.947,0.0,0.524,0.35,114.482,419293,5,"The Phantom Of The Opera Radio Broadcast - Act 1, Part 3",The Lux Radio Theatre
spotify:track:6mdG655JpksQPqbzeRr9bY,0.643,0.328,8,-10.51,0,0.922,0.853,0.0,0.171,0.498,86.592,399600,4,"The Phantom Of The Opera Radio Broadcast - Act 2, Part 2",The Lux Radio Theatre
spotify:track:3BFKfSaJNGZ4as3QOQ5Kcm,0.488,0.547,5,-9.249,1,0.494,0.967,0.000108,0.115,0.402,127.775,388147,3,"The Phantom Of The Opera Radio Broadcast - Act 2, Part 3",The Lux Radio Theatre
spotify:track:5DcaWokupakFJNswa0AXNb,0.611,0.407,11,-11.594,1,0.938,0.908,0.0,0.156,0.532,63.847,308587,3,"The Phantom Of The Opera Radio Broadcast - Act 3, Part 1",The Lux Radio Theatre
spotify:track:6k4tjXdwVCu10LWUYPTI4l,0.602,0.346,6,-12.153,1,0.906,0.899,0.0,0.93,0.58,79.22,315947,4,"The Phantom Of The Opera Radio Broadcast - Act 3, Part 2",The Lux Radio Theatre
spotify:track:1hvDqEicCytaKVoxyuw8XH,0.77,0.569,10,-9.808,1,0.401,0.604,0.0,0.13,0.782,108.892,161098,4,Kommunikation,WillMan
spotify:track:7G8J2s4DDLLsdPF7QO9FBI,0.562,0.484,7,-9.039,1,0.368,0.00228,0.0,0.104,0.358,175.464,208902,4,Poppigt nog,Allyawan
spotify:track:1sAPHDjzEslM7YL6tFgRds,0.874,0.384,4,-11.987,1,0.419,0.24,0.0,0.102,0.925,140.014,176614,4,Leva,Issify
spotify:track:5inDa3sWj8zqJBOdj7Bjqc,0.758,0.594,5,-9.63,0,0.426,0.218,5.32e-06,0.0798,0.869,91.864,181000,4,"Hey Stupid, I Love You",JP Saxe
spotify:track:5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4,Holy (feat. Chance The Rapper),"Justin Bieber,Chance the Rapper"
spotify:track:6oWWx1qrQWkWcABWF4DF7N,0.466,0.702,10,-5.022,0,0.365,0.12,0.0,0.0819,0.554,79.197,184733,4,We Need You (feat. V. Rose),"Propaganda,DJ Mal-Ski,V. Rose"
spotify:track:3M1iIXPHJUmiO5aTtdvZmA,0.623,0.709,10,-5.635,0,0.353,0.00687,0.0,0.899,0.367,94.205,223225,4,We All In (feat. Lecrae),"Propaganda,DJ Mal-Ski,Lecrae"
spotify:track:0sMr52Vbn6WMkYLupCmO2h,0.709,0.777,1,-5.263,0,0.354,0.441,0.0,0.109,0.559,132.873,159317,4,Deep End,Lecrae
spotify:track:2EsBWVT9tLE7K0BKVdFZbX,0.643,0.662,4,-8.118,1,0.352,0.555,2.07e-06,0.0937,0.116,140.162,237593,4,No Ways Tired,"Jackie Hill Perry,Joseph Solomon"
spotify:track:5VNAGw5WRyXqERmzYoKSpW,0.526,0.84,1,-6.283,1,0.486,0.326,0.0,0.702,0.687,160.418,243252,4,1988 REMAKE 2_Nottz_42North.wav,Andy Mineo
spotify:track:0VCuE9mdmEZqnpKugQgFcs,0.727,0.724,5,-4.097,0,0.371,0.0412,0.0,0.707,0.785,94.999,214028,4,We Are The Culture,"Propaganda,DJ Mal-Ski"
spotify:track:1keMi9lLQJBOPH4Fx15oeR,0.866,0.467,8,-7.03,0,0.43,0.196,0.0,0.129,0.669,75.033,169841,4,Not Normal,"Wes Harris,Rapzilla,Ilish"
spotify:track:4XhUObUqIGEl0ktONaZ9Oo,0.663,0.7,7,-6.632,0,0.336,0.31,0.0,0.107,0.235,140.229,195428,4,Ghost,Austin Lanier
spotify:track:1cQkvIQ4VTRY6XKvVo8qPq,0.636,0.729,8,-7.207,0,0.345,0.268,0.0,0.115,0.658,91.531,232385,4,Fall on Me,"Guvna B,Wretch 32"
spotify:track:1T7T6IwX2Evr0vjiWi8z58,0.517,0.991,11,-3.786,0,0.401,0.00133,8.26e-06,0.271,0.222,135.125,179887,4,Ready or Not,Konata Small
spotify:track:55fJoN084SU1za8BMMlSk1,0.881,0.465,8,-11.064,0,0.337,0.0791,0.0,0.0992,0.121,129.993,195692,4,Yo Se,"Emilio Rojas,Andy Mineo"
spotify:track:7ieuOXPm3x7w0PHVgWHlfm,0.48,0.785,1,-4.913,1,0.392,0.0476,0.0,0.201,0.39,74.66,240953,4,my year,Aaron Cole
spotify:track:1R4kuiADwioE3Qlh80nmaO,0.673,0.678,2,-7.413,0,0.339,0.854,0.0,0.0837,0.712,78.463,302061,4,Safe Place,Guvna B
spotify:track:7AhpjsGznfYqql1w3YDWYE,0.569,0.708,11,-6.578,0,0.4,0.19,0.0,0.15,0.537,142.355,192254,4,mad!,Aaron Cole
spotify:track:3s3oiCHAHLWmKZUYk1ozJG,0.573,0.994,4,-0.407,0,0.342,0.0281,0.00543,0.367,0.416,114.563,198067,4,Get on Top,Red Hot Chili Peppers
spotify:track:68j5DYmCikBzcp60Sv6xWO,0.485,0.492,5,-6.462,0,0.331,0.425,0.0,0.105,0.876,78.001,243787,4,All I Need (with Mahalia & Ty Dolla $ign),"Jacob Collier,Mahalia,Ty Dolla $ign"
spotify:track:1PrVLmXkJjh2vEhmBEKLeM,0.626,0.597,6,-9.943,0,0.33,0.614,1.53e-05,0.122,0.578,80.985,221099,4,Dragonball Durag - Remix,"Thundercat,Smino,Guapdad 4000"
spotify:track:7KyVAn4ID0fa8DMfujrMGY,0.755,0.443,1,-9.261,0,0.354,0.686,0.000209,0.108,0.832,98.142,198793,4,Wildcard,Jason Dering
spotify:track:2Gjt4rUHBUH0rMKpBg0hF4,0.747,0.725,2,-2.564,0,0.363,0.551,0.0,0.0626,0.904,129.96,125558,4,Disco Arranhado - Funk Remix,"Malu,DJ Lucas Beat"
spotify:track:0WmSoWksyfhCME62WhkP2U,0.509,0.528,7,-5.18,0,0.438,0.695,0.0,0.125,0.52,173.999,235862,3,Romance de Cinema,Domingues
spotify:track:4E7BWWaFUfafkyU8JOniFx,0.593,0.755,1,-4.835,1,0.412,0.547,0.0,0.128,0.723,104.261,214655,3,Perseus,Wet Bed Gang
spotify:track:3x3vUHznzPNEbXTJBUkhZb,0.952,0.583,11,-7.781,0,0.337,0.17,0.0,0.101,0.689,121.025,152000,4,Tinoni,T-Rex
spotify:track:4CpxUCpVJag59w4bm2aCag,0.72,0.375,10,-16.663,1,0.937,0.762,0.0,0.159,0.358,135.91,107613,5,Introduction,Henry Raymond Jr.
spotify:track:3OTHyvIThCt2XsdZtNDbKx,0.595,0.0708,9,-16.503,0,0.934,0.236,7.09e-06,0.0957,0.32,171.543,445587,3,Lesson 1 - Basics,Henry Raymond Jr.
spotify:track:3ZtOUxzSKcKEtey4vgCtwn,0.684,0.0778,10,-15.932,1,0.93,0.455,0.0,0.193,0.333,114.412,363053,3,Lesson 2 - Basic Phrases,Henry Raymond Jr.
spotify:track:6ZtcZT77FXL0be1YaJzIjb,0.672,0.186,8,-15.153,0,0.925,0.208,0.0,0.0751,0.167,134.562,373507,1,Lesson 3 - Transportation Nouns,Henry Raymond Jr.
spotify:track:1Gljrgxc95g1yaMJXqn0vm,0.607,0.173,8,-15.807,0,0.937,0.273,0.0,0.12,0.18,167.872,774907,4,Lesson 4 - Transportation Phrases,Henry Raymond Jr.
spotify:track:5gx77z70adtaaPlRD6PWm7,0.605,0.13,6,-16.208,1,0.936,0.224,1.34e-06,0.118,0.244,167.286,499840,3,Lesson 5 - Money,Henry Raymond Jr.
spotify:track:48i2EJUqN8QcohbN8iAwat,0.6,0.0966,4,-17.334,0,0.931,0.495,0.0,0.126,0.267,174.664,866693,3,Lesson 6 - Hotel,Henry Raymond Jr.
spotify:track:6J9Xs4TAHS3FboxotAx3km,0.683,0.0835,10,-16.376,0,0.903,0.322,0.0,0.0936,0.387,128.822,393307,1,Lesson 7 - Important Words,Henry Raymond Jr.
spotify:track:0ca1Hx1qaoFb4b25NUX8yK,0.668,0.0956,6,-16.469,1,0.926,0.215,0.0,0.144,0.279,136.361,431107,1,Lesson 8 - Directions,Henry Raymond Jr.
spotify:track:2njSXkUWs97DGTzWyfNksz,0.675,0.036,10,-17.507,0,0.918,0.0218,0.00502,0.0771,0.341,126.622,123667,3,Lesson 9 - Numbers,Henry Raymond Jr.
spotify:track:1KLZf2cDIl9lvXPiODdICO,0.681,0.0862,11,-17.999,1,0.924,0.119,4.42e-05,0.115,0.226,129.26,125813,1,Lesson 10 - More Numbers,Henry Raymond Jr.
spotify:track:3gKCpXi5alRNJVvaf4f3qy,0.601,0.0498,9,-16.303,1,0.932,0.0369,7.55e-06,0.1,0.488,164.884,231253,5,Lesson 11 - Big Numbers,Henry Raymond Jr.
spotify:track:5iGeTB0tXBuaYPJsb0ffJt,0.686,0.048,11,-16.443,1,0.917,0.145,0.0,0.096,0.444,110.922,333533,3,Lesson 12 - Very Big Numbers,Henry Raymond Jr.
spotify:track:07J7xf7a3czKGnjI1SGtql,0.668,0.095,6,-16.562,1,0.92,0.489,0.0,0.103,0.348,138.574,673387,4,Lesson 13 - Measure Words,Henry Raymond Jr.
spotify:track:1itO9bXY2sEhLKbxZacGKR,0.69,0.0589,6,-16.482,1,0.91,0.286,0.0,0.101,0.375,113.152,563933,3,Lesson 14 - At the Restaurant,Henry Raymond Jr.
spotify:track:5GnSv4iTvID1VcyEhzt1vR,0.614,0.15,1,-15.976,1,0.939,0.245,0.0,0.106,0.194,164.457,618307,4,Lesson 15 - Shopping,Henry Raymond Jr.
spotify:track:00avPN48S9KNoUGlEZcRC7,0.69,0.0711,1,-16.601,1,0.913,0.177,8.13e-06,0.0544,0.228,126.511,295373,1,Lesson 16 - Time: General,Henry Raymond Jr.
spotify:track:3iod3cBsp2YFk0b4YWvg58,0.68,0.0625,11,-16.63,1,0.924,0.322,0.0,0.0699,0.37,133.208,437947,4,Lesson 17 - Time of Day,Henry Raymond Jr.
spotify:track:63ZejONsiOsYGAijmKANQt,0.674,0.0984,6,-16.066,1,0.925,0.303,0.0,0.11,0.292,135.492,397987,1,Lesson 18 - Questions,Henry Raymond Jr.
spotify:track:3PaIfuJsPtbPPfqh8D09q9,0.603,0.138,8,-16.187,0,0.935,0.332,1.89e-06,0.085,0.166,172.159,396187,5,Lesson 19 - Shops,Henry Raymond Jr.
spotify:track:3ZmyBaJ3LoQWjrmbL1G0vu,0.605,0.0602,11,-16.19,1,0.936,0.194,3.67e-06,0.109,0.305,165.024,579573,4,Lesson 20 - Nouns,Henry Raymond Jr.
spotify:track:7lmAkP7MI22a0gBGPH6Ypk,0.682,0.0894,9,-16.463,0,0.923,0.212,1.94e-05,0.12,0.24,128.118,597227,3,Lesson 21 - Adjectives & Adverbs,Henry Raymond Jr.
spotify:track:3FdbZK2zcChfEG7wp8lLz0,0.668,0.102,11,-16.276,1,0.929,0.0387,3.48e-05,0.141,0.343,135.616,627653,1,Lesson 22 - Verbs,Henry Raymond Jr.
spotify:track:6g5H0iXg57AD9Hp07q6P8M,0.603,0.0918,7,-16.936,1,0.921,0.311,0.0,0.263,0.362,170.338,645307,5,Lesson 23 - Prepositions,Henry Raymond Jr.
spotify:track:7ieZlmcfDaDCWVF77Nk9yG,0.608,0.0836,7,-17.008,1,0.919,0.437,0.0,0.177,0.378,167.781,129787,4,Lesson 24 - Prepositional Pronouns,Henry Raymond Jr.
spotify:track:4ByS0XXQg5GJDrukNFNwMZ,0.671,0.0749,8,-16.638,0,0.901,0.312,2.55e-05,0.126,0.396,139.476,239573,5,Lesson 25 - Possessive Adjectives,Henry Raymond Jr.
spotify:track:4Q6eB4JpVSaBu5v2k9UJOV,0.6,0.055,9,-16.54,1,0.923,0.0842,6.81e-05,0.0801,0.38,170.095,161467,3,Lesson 26 - Conjunctions and Similar Words,Henry Raymond Jr.
spotify:track:06lDQ5Dk80NzxLk56VYhft,0.697,0.0978,10,-16.022,0,0.892,0.361,0.0,0.1,0.323,122.505,1189987,3,Lesson 27 - Sentences & Phrases: General,Henry Raymond Jr.
spotify:track:4NiJjX0cYueWUSNU5NvSDT,0.605,0.0994,8,-15.349,0,0.942,0.637,0.0,0.113,0.359,169.396,309227,3,Lesson 28 - Sentences & Phrases: Negative,Henry Raymond Jr.
spotify:track:5OcsQixUWcxT03THnFMpTo,0.707,0.406,8,-16.385,0,0.936,0.718,0.0,0.214,0.347,137.687,112133,5,Introduction,Henry Raymond Jr.
spotify:track:4RGCom2UQTu4rtAKoJpKCU,0.67,0.362,5,-17.608,0,0.878,0.64,0.0,0.099,0.11,134.707,412360,4,Lesson 29 - Forming Questions,Henry Raymond Jr.
spotify:track:2wjzrcxOc6reXUbO7J1OXK,0.675,0.119,0,-18.953,1,0.922,0.463,0.0,0.104,0.192,115.049,1097413,3,Lesson 30 - Sentences & Phrases: General,Henry Raymond Jr.
spotify:track:4vRMLaLKrxcbqMAGaFiVjY,0.596,0.403,8,-18.294,1,0.924,0.678,0.0,0.0962,0.133,169.211,575067,3,Lesson 31 - Sentences & Phrases: Transportation,Henry Raymond Jr.
spotify:track:2imlJE7vsC5cz77j8N5TuO,0.647,0.152,3,-17.843,0,0.926,0.461,0.0,0.0889,0.14,141.449,493333,3,Lesson 32 - Sentences & Phrases: Money,Henry Raymond Jr.
spotify:track:3CHRoZvhbUgiyI7mtRIDFn,0.609,0.368,8,-17.127,1,0.912,0.575,0.0,0.101,0.133,161.327,522520,3,Lesson 33 - Sentences & Phrases: Hotel,Henry Raymond Jr.
spotify:track:1yTG5RwvKYa8S4sU1obLjd,0.642,0.165,3,-17.783,0,0.942,0.46,0.0,0.096,0.236,142.581,477147,5,Lesson 34 - Sentences & Phrases: Getting Around,Henry Raymond Jr.
spotify:track:1sc5Uf59gBLkOQjiLBWw2u,0.601,0.319,1,-18.825,0,0.925,0.707,0.0,0.104,0.0901,168.719,438973,3,Lesson 35 - Sentences & Phrases: Directions,Henry Raymond Jr.
spotify:track:1b5GFpYOwKaIP1TmbtVJg0,0.652,0.156,5,-18.58,0,0.939,0.46,0.0,0.0964,0.232,137.798,500720,4,Lesson 36 - Sentences & Phrases: Conversation,Henry Raymond Jr.
spotify:track:2Nq4eLTkGFfdQNOO7mjEo1,0.663,0.409,1,-18.821,1,0.886,0.69,0.0,0.115,0.0651,132.775,480400,3,Lesson 37 - Sentences & Phrases: Internet,Henry Raymond Jr.
spotify:track:6KXsi6dcFXOWERFML08zcG,0.68,0.196,1,-18.891,1,0.912,0.522,0.0,0.11,0.186,113.957,730213,3,"Lesson 38 - Translating the Present Tense of the Verb ""To Be"" into Chinese",Henry Raymond Jr.
spotify:track:3DHZvkhKRo0Cw2SAUi1uPv,0.689,0.428,5,-18.981,0,0.857,0.739,0.0,0.189,0.107,109.475,421707,3,"Lesson 39 - Translating the Present Tense of the Verb ""To Have"" into Chinese",Henry Raymond Jr.
spotify:track:5oRNF4VfqzcABhRO4eVTBc,0.666,0.27,6,-19.415,1,0.919,0.504,0.0,0.1,0.0959,134.864,388213,3,Lesson 40 - Speaking & Talking,Henry Raymond Jr.
spotify:track:554MJly4tR2hNvkIB5mhgf,0.659,0.498,5,-17.045,0,0.855,0.593,0.0,0.104,0.109,139.121,431787,3,Lesson 41 - Practice With Some Verbs,Henry Raymond Jr.
spotify:track:0tISRUjpsQaf697nXGfBhJ,0.734,0.331,9,-17.721,1,0.876,0.652,0.0,0.107,0.215,113.979,474627,4,"Lesson 42 - The Aspect Maker. ""Zai"": in the Process of Doing Something",Henry Raymond Jr.
spotify:track:3HMi3swINRZbKuPvpTjBDi,0.743,0.422,1,-18.546,1,0.887,0.785,0.0,0.105,0.123,114.236,412693,3,Lesson 43 - Living Somewhere,Henry Raymond Jr.
spotify:track:4tOPXXKNCMH0t6JBfGMC6K,0.667,0.311,8,-17.27,0,0.914,0.585,0.0,0.102,0.113,137.347,487587,3,Lesson 44 - Doing Something in the Near Future,Henry Raymond Jr.
spotify:track:5c2w0SnU1t8AfxZJfwcHq9,0.659,0.414,1,-18.369,1,0.924,0.675,0.0,0.107,0.114,138.094,483427,3,Lesson 45 - Speaking With the Infinitive of a Verb,Henry Raymond Jr.
spotify:track:64KPB7pJzH946W5z7HFkmq,0.678,0.173,3,-17.057,0,0.926,0.756,0.0,0.107,0.15,113.169,1049213,5,"Lesson 46 - The Aspect Marker, ""Le"": Speaking About the Past",Henry Raymond Jr.
spotify:track:2pM97edcpewiQTaqCZWSjX,0.665,0.348,5,-18.765,0,0.911,0.638,0.0,0.0813,0.1,138.772,853360,5,Lesson 47 - New Verbs,Henry Raymond Jr.
spotify:track:7EGHuMKWERUdOl82vf2C2e,0.685,0.262,9,-17.737,1,0.901,0.693,0.0,0.111,0.162,112.707,593387,4,Lesson 48 - More New Verbs,Henry Raymond Jr.
spotify:track:2RhL3TN0JrfKr7kzoxXHC9,0.6,0.424,1,-17.328,1,0.908,0.623,0.0,0.102,0.0911,172.223,484720,5,Lesson 49 - The Telephone,Henry Raymond Jr.
spotify:track:0YiEd22n8rIWA98kGAcrXr,0.684,0.243,5,-16.175,0,0.899,0.652,0.0,0.117,0.288,115.751,1351027,3,Lesson 50 - Practice With the Past Tense,Henry Raymond Jr.
spotify:track:3p5K46JT7VP8eoUA8pz7Dr,0.707,0.406,8,-16.385,0,0.936,0.718,0.0,0.214,0.347,137.687,112133,5,Introduction,Henry Raymond Jr.
spotify:track:2V5Vpvi3bDqVuI3dYPL2Hs,0.686,0.398,1,-17.874,1,0.884,0.659,0.0,0.117,0.126,114.627,1223827,5,Lesson 51 - More Practice With the Past Tense,Henry Raymond Jr.
spotify:track:1qLuP3P2hXiP7Kgd78PPPY,0.688,0.332,6,-14.556,1,0.914,0.534,0.0,0.116,0.206,115.75,513133,5,"Lesson 52 - The Verb ""To Be"": Past & Present Tense, Translated into Chinese",Henry Raymond Jr.
spotify:track:2JHhwYdDniiegbetAXjdHu,0.673,0.424,0,-17.037,0,0.864,0.697,0.0,0.0809,0.0872,135.268,248747,4,"Lesson 53 - The Verb ""To Have"": Past Tense",Henry Raymond Jr.
spotify:track:5FF6cRjHvB85MzTACKyDU1,0.691,0.292,6,-16.422,1,0.904,0.638,0.0,0.103,0.231,116.062,598107,3,Lesson 54 - Speaking About the Past With Some Common Verbs,Henry Raymond Jr.
spotify:track:5Jkj9b43am6VWq7YhJXoCw,0.684,0.504,0,-18.05,0,0.849,0.702,0.0,0.0958,0.11,112.165,991600,5,"Lesson 55 - Using the ""Shi"" and ""Shi... De"" Constructions for Emphasis and Past Tense",Henry Raymond Jr.
spotify:track:1uHc7mIy1J3DLKCrKESkBW,0.64,0.28,3,-16.988,0,0.933,0.679,0.0,0.109,0.196,97.869,493133,5,"Lesson 56 - Adding to Verbs Using the Participle ""De"" or the Negative ""Bu""",Henry Raymond Jr.
spotify:track:74JrCWx3Jwzg8eaJ6XOtL5,0.638,0.263,4,-17.364,1,0.938,0.916,0.0,0.101,0.161,142.359,768373,4,"Lesson 57 - The Verb Suffix ""Guo"": Speaking About the Past",Henry Raymond Jr.
spotify:track:5wZASEAIU7bo5mKlDGvaoG,0.592,0.299,6,-14.571,0,0.937,0.772,0.0,0.0992,0.164,86.333,364813,4,"Lesson 58 - The Verb Suffix ""Zhe"": Speaking About Ongoing Action",Henry Raymond Jr.
spotify:track:62OFncWjP97j9TbXnHiaPq,0.636,0.308,4,-17.651,1,0.925,0.828,0.0,0.113,0.158,143.039,1277227,4,Lesson 59 - Some Important Concepts,Henry Raymond Jr.
spotify:track:5KuaIcARRDqQv3LrYWf9WI,0.635,0.219,4,-15.218,1,0.938,0.833,0.0,0.127,0.188,143.534,1021987,5,Lesson 60 - More Important Concepts,Henry Raymond Jr.
spotify:track:47AQ7aQwgszSPHypEaf2EU,0.667,0.279,8,-17.011,0,0.93,0.869,0.0,0.114,0.134,112.998,1494213,5,Lesson 61 - Some Useful Sentences in the Present Tense,Henry Raymond Jr.
spotify:track:1fXZEnUhjOn8pOavBp3TPq,0.644,0.225,4,-14.59,1,0.914,0.81,0.0,0.0958,0.38,139.323,358000,5,Lesson 62 - Using Direct Object Pronouns in Sentences,Henry Raymond Jr.
spotify:track:4YNO0yxmvdrTo732kiyomy,0.638,0.324,8,-15.892,0,0.921,0.867,0.0,0.105,0.175,142.504,253587,3,Lesson 63 - Using Indirect Object Pronouns in Sentences,Henry Raymond Jr.
